flow,compartment,unit,amount
Hydrogen,air,kilogram,8.04288808978028e-06
Iodine-129,Emissions / Emissions to air,kilo Becquerel,7.837606198208741e-06
To Mineral Extraction Site,Land use / Land transformation,square meter,7.487690344642676e-06
Xenon-133,Emissions / Emissions to air,kilo Becquerel,6.7262842786555605e-06
Non-methane Volatile Organic Compounds,Emissions / Emissions to air,kilogram,6.541208576566415e-06
Biological Oxygen Demand,water,kilogram,6.420569268165667e-06
To Dump Site,Land use / Land transformation,square meter,6.415159627497282e-06
Potassium,air,kilogram,6.307215581006633e-06
Particles (PM2.5),Emissions / Emissions to air,kilogram,6.2422966559674655e-06
"To Traffic Area, Rail/road Embankment",Land use / Land transformation,square meter,6.157267719534832e-06
Titanium,Resources / Resources from ground,kilogram,6.098973732812454e-06
"From Traffic Area, Rail/road Embankment",Land use / Land transformation,square meter,6.056623640534245e-06
Xenon-137,air,kilo Becquerel,6.003864435335736e-06
Methane (fossil),Emissions / Emissions to air,kilogram,5.906444243836185e-06
cobalt,Emissions / Emissions to water,kilogram,5.803467851543635e-06
Basalt,soil,kilogram,5.733955378237459e-06
Potassium-40,air,kilo Becquerel,5.704231344919416e-06
Calcium,Emissions / Emissions to soil,kilogram,5.5430560007075656e-06
Carbon Monoxide (biogenic),Emissions / Emissions to air,kilogram,5.333929392437375e-06
"Solids, Inorganic",water,kilogram,5.263191320500318e-06
Nitrous Oxide,Emissions / Emissions to air,kilogram,5.194480720853684e-06
From Mineral Extraction Site,Land use / Land transformation,square meter,5.1457324892644565e-06
Thorium-230,Emissions / Emissions to air,kilo Becquerel,5.1193418538600226e-06
Uranium-238,Emissions / Emissions to air,kilo Becquerel,4.91889504640362e-06
chloride,Emissions / Emissions to soil,kilogram,4.850148460392196e-06
copper,Emissions / Emissions to water,kilogram,4.7799427887206924e-06
Ozone,air,kilogram,4.629702425180958e-06
Hydrogen Chloride,Emissions / Emissions to air,kilogram,4.599421016347371e-06
From Seabed,land use,square meter,4.319248212600309e-06
Sulfur Dioxide,Emissions / Emissions to air,kilogram,4.3112029883217435e-06
Carbon,soil,kilogram,4.157266397467749e-06
Cobalt-58,Emissions / Emissions to water,kilo Becquerel,3.871414906407472e-06
To Inland Water Bodies,land use,square meter,3.850916105675094e-06
Cobalt-60,Emissions / Emissions to water,kilo Becquerel,3.7890399859602844e-06
Aluminium,Emissions / Emissions to air,kilogram,3.685970919695126e-06
"DOC, Dissolved Organic Carbon",water,kilogram,3.625424972830686e-06
Boron,Emissions / Emissions to air,kilogram,3.613467409346517e-06
