flow,compartment,unit,amount
Propane,Emissions / Emissions to air,kilogram,2.4879046283574245e-08
Phenol,Emissions / Emissions to water,kilogram,2.483329452436302e-08
Ozone,air,kilogram,2.4304164373948645e-08
Formaldehyde,Emissions / Emissions to air,kilogram,2.4049168928659474e-08
Butane,Emissions / Emissions to air,kilogram,2.3737430241974474e-08
Manganese(2+),Emissions / Emissions to water,kilogram,2.3433429160346543e-08
Benzene,Emissions / Emissions to water,kilogram,2.3094425345263187e-08
Formaldehyde,Emissions / Emissions to air,kilogram,2.2650234907483538e-08
Thorium-230,Emissions / Emissions to air,kilo Becquerel,2.2583056326708733e-08
Manganese,Emissions / Emissions to water,kilogram,2.24900017259603e-08
Bromochlorodifluoromethane,Emissions / Emissions to air,kilogram,2.2420648955188106e-08
Bromate,Emissions / Emissions to water,kilogram,2.2248554936067912e-08
ammonium,Emissions / Emissions to water,kilogram,2.1819310769117395e-08
Hydrogen Chloride,Emissions / Emissions to air,kilogram,2.1445389512810756e-08
Kaolinite,soil,kilogram,2.055608212538613e-08
"Urban, Discontinuously Built",Land use / Land occupation,square meter-year,2.0106000911250887e-08
Xenon-138,air,kilo Becquerel,1.8600674062887757e-08
Silicon,Emissions / Emissions to air,kilogram,1.8232703495959727e-08
"Hydrocarbons, Aliphatic, Alkanes, Unspecified",water,kilogram,1.8072232511280028e-08
"Agriculture, Mosaic",Land use / Land occupation,square meter-year,1.774866773986112e-08
Xenon-137,air,kilo Becquerel,1.6943169474806535e-08
