flow,compartment,unit,amount
"Solids, Inorganic",water,kilogram,1.818915037650224e-07
Xenon-137,air,kilo Becquerel,1.7212578731134245e-07
From Shrub Land,Land use / Land transformation,square meter,1.708098176411328e-07
Methane (fossil),Emissions / Emissions to air,kilogram,1.660553259995342e-07
Particles (> PM10),air,kilogram,1.6303413557751592e-07
Iodide Ion,Emissions / Emissions to water,kilogram,1.596620380315694e-07
Aluminium,Emissions / Emissions to air,kilogram,1.5862767376534696e-07
Potassium-40,water,kilo Becquerel,1.5695219685052133e-07
Xenon-133m,air,kilo Becquerel,1.5005701414251316e-07
Volatile Organic Compound,Emissions / Emissions to water,kilogram,1.3530507252731504e-07
Hydrogen Chloride,Emissions / Emissions to air,kilogram,1.3261929758886048e-07
Polonium-210,water,kilo Becquerel,1.3033537170116946e-07
Helium,air,kilogram,1.2786484704735974e-07
Particles (PM2.5),Emissions / Emissions to air,kilogram,1.2596577357509697e-07
Particles (PM10),Emissions / Emissions to air,kilogram,1.2290851544137888e-07
vanadium,Emissions / Emissions to water,kilogram,1.2278604186985097e-07
Radium-228,air,kilo Becquerel,1.2089637203274965e-07
Potassium-40,water,kilo Becquerel,1.2078032118156577e-07
copper,Emissions / Emissions to water,kilogram,1.1051545027172655e-07
Fluorine,natural resource,kilogram,1.080865302712055e-07
From Industrial Area,Land use / Land transformation,square meter,1.0750564624018248e-07
lake water,Resources / Resources from water,cubic meter,1.0658032354890254e-07
To Seabed,land use,square meter,1.056993986783835e-07
boron,Emissions / Emissions to water,kilogram,1.0547434416377927e-07
Uranium-235,Emissions / Emissions to water,kilo Becquerel,1.0289733271305675e-07
Lithium,Emissions / Emissions to water,kilogram,1.024435696264923e-07
Methane (biogenic),Emissions / Emissions to air,kilogram,1.0202599409539925e-07
Sulfate Ion,air,kilogram,1.0061409294895693e-07
Bromine,Emissions / Emissions to water,kilogram,9.928543260126276e-08
"From Pasture/meadow, Intensive",Land use / Land transformation,square meter,9.912509891909334e-08
Iron,Emissions / Emissions to water,kilogram,9.877559892317952e-08
Uranium alpha,emissions to air / low. pop.,kilo Becquerel,9.823064079386721e-08
"Oils, Unspecified",Emissions / Emissions to water,kilogram,9.648634080801632e-08
aluminium,Emissions / Emissions to soil,kilogram,9.442765471923017e-08
Boron,Emissions / Emissions to water,kilogram,9.277916924326166e-08
Arable,Land use / Land occupation,square meter-year,9.263977781362598e-08
Trifluoromethane,Emissions / Emissions to air,kilogram,9.017202825836146e-08
Potassium-40,air,kilo Becquerel,8.650502607847864e-08
Ammonia,Emissions / Emissions to air,kilogram,8.350550636517341e-08
Aluminium,Emissions / Emissions to water,kilogram,8.317099158948996e-08
Xenon-135,air,kilo Becquerel,8.190176670473132e-08
"DOC, Dissolved Organic Carbon",water,kilogram,7.989705050347932e-08
From Dump Site,Land use / Land transformation,square meter,7.982537805221e-08
Uranium-238,Emissions / Emissions to air,kilo Becquerel,7.720781331231036e-08
From Arable,Land use / Land transformation,square meter,7.686478386583398e-08
"From Forest, Extensive",Land use / Land transformation,square meter,7.571149384465298e-08
Magnesium,Emissions / Emissions to soil,kilogram,7.554213249901798e-08
"To Permanent Crops, Non-irrigated, Intensive",Land use / Land transformation,square meter,7.482936134553118e-08
"Hydrocarbons, Aromatic",Emissions / Emissions to water,kilogram,7.130283564464153e-08
To Water Bodies,land use,square meter,6.717088667433484e-08
Iron,Emissions / Emissions to water,kilogram,6.597124557150412e-08
Agriculture,Land use / Land occupation,square meter-year,6.485072841518627e-08
Krypton-89,air,kilo Becquerel,6.440285690217915e-08
cobalt,Emissions / Emissions to water,kilogram,6.38953867408165e-08
Uranium-234,Emissions / Emissions to water,kilo Becquerel,6.089015607280224e-08
sulfur,Emissions / Emissions to soil,kilogram,5.665659384357565e-08
Thorium-232,emissions to air / high. pop.,kilo Becquerel,5.603284530613664e-08
Hydrogen-3,Emissions / Emissions to air,kilo Becquerel,5.14461040395237e-08
Thorium-234,water,kilo Becquerel,5.0568573968172e-08
Protactinium-234,water,kilo Becquerel,5.05573620036873e-08
"Hydrocarbons, Aliphatic, Alkanes, Unspecified",water,kilogram,5.025616749688121e-08
Cobalt-58,Emissions / Emissions to water,kilo Becquerel,4.934410206588098e-08
Methyl Cyclopentane,Emissions / Emissions to water,kilogram,4.80766496269653e-08
Barium(2+),Emissions / Emissions to soil,kilogram,4.7213826645677307e-08
"Wood, soft, standing",resources / biotic,cubic meter,4.7153536100526496e-08
Hydrogen,air,kilogram,4.702772150637371e-08
Carbon-14,Emissions / Emissions to air,kilo Becquerel,4.662528775888704e-08
Toluene,Emissions / Emissions to water,kilogram,4.5209937543478066e-08
Carbon Monoxide (biogenic),Emissions / Emissions to air,kilogram,4.5095595728846535e-08
Boron,Emissions / Emissions to water,kilogram,4.433169752089891e-08
To Pasture/meadow,Land use / Land transformation,square meter,4.314202769838417e-08
Chromium,Emissions / Emissions to air,kilogram,4.195468994672604e-08
From Mineral Extraction Site,Land use / Land transformation,square meter,4.0277744400695013e-08
"To Traffic Area, Road Network",Land use / Land transformation,square meter,3.969379545392125e-08
Zinc,Emissions / Emissions to water,kilogram,3.9217383973404975e-08
Thorium-228,air,kilo Becquerel,3.870243144953712e-08
To Shrub Land,Land use / Land transformation,square meter,3.824309748375503e-08
Cobalt-60,Emissions / Emissions to water,kilo Becquerel,3.792954439967814e-08
Potassium,water,kilogram,3.77738555407428e-08
Xylene,Emissions / Emissions to water,kilogram,3.775638948844149e-08
Lithium,Emissions / Emissions to water,kilogram,3.627209347491158e-08
Nitrous Oxide,Emissions / Emissions to air,kilogram,3.5605205864318126e-08
"Wood, hard, standing",resources / biotic,cubic meter,3.414573072504618e-08
Silver-110,Emissions / Emissions to water,kilo Becquerel,3.356351928115896e-08
Ammonia,Emissions / Emissions to air,kilogram,3.354173694795659e-08
