flow,compartment,unit,amount
Formaldehyde,Emissions / Emissions to air,kilogram,9.273287800245338e-06
Ammonia,Emissions / Emissions to air,kilogram,9.017248862750117e-06
Hexane,Emissions / Emissions to air,kilogram,9.010701947804099e-06
Phenol,Emissions / Emissions to water,kilogram,8.766665476670765e-06
cobalt,Emissions / Emissions to water,kilogram,8.473100831487518e-06
"DOC, Dissolved Organic Carbon",water,kilogram,8.301840593994797e-06
Xylene,Emissions / Emissions to water,kilogram,8.283360454308674e-06
Carbon,soil,kilogram,8.097473039553934e-06
Butene,Emissions / Emissions to air,kilogram,8.08580424732209e-06
Colemanite,soil,kilogram,8.07983775536785e-06
lead,Emissions / Emissions to water,kilogram,8.058427387512884e-06
Xylene,Emissions / Emissions to air,kilogram,8.046179911490112e-06
Lead,Resources / Resources from ground,kilogram,7.913538363615214e-06
Benzene,Emissions / Emissions to water,kilogram,7.38264740865986e-06
vanadium,Emissions / Emissions to water,kilogram,7.128134934126048e-06
Barium sulfate,Emissions / Emissions to water,kilogram,7.064835598682601e-06
Potassium,air,kilogram,7.014999182238717e-06
Strontium,Emissions / Emissions to water,kilogram,6.757866116883619e-06
Nitrous Oxide,Emissions / Emissions to air,kilogram,6.734289075170372e-06
"Water, salt, sole",resources / in water,cubic meter,6.586288693228709e-06
Carbon Monoxide (biogenic),Emissions / Emissions to air,kilogram,6.555658085118831e-06
Ammonia,Emissions / Emissions to air,kilogram,6.4122859581369615e-06
Potassium-40,water,kilo Becquerel,6.388494362014347e-06
"Noise, aircraft, freight",non material emissions / unspecified,ton kilometer,6.374453163248541e-06
From Mineral Extraction Site,Land use / Land transformation,square meter,6.365831202112742e-06
Sodium,soil,kilogram,6.3543626363824355e-06
Fluorine,natural resource,kilogram,6.179110648668073e-06
From Agriculture,Land use / Land transformation,square meter,5.9483622266795835e-06
To Agriculture,Land use / Land transformation,square meter,5.889486882908524e-06
Talc,resources / in ground,kilogram,5.745261756935624e-06
Potassium-40,air,kilo Becquerel,5.69922086858851e-06
Particles (PM10),Emissions / Emissions to air,kilogram,5.673641812116704e-06
Carbonate Ion,water,kilogram,5.5650659772812615e-06
