flow,compartment,unit,amount
aluminium,Emissions / Emissions to soil,kilogram,1.898802830355563e-08
"Carboxylic Acids, Unspecified",water,kilogram,1.8799263116873225e-08
Barium,Emissions / Emissions to water,kilogram,1.8399028602556644e-08
Sodium chloride,resources / in water,kilogram,1.8106933841857642e-08
Formaldehyde,Emissions / Emissions to air,kilogram,1.7711700669939594e-08
Strontium-89,water,kilo Becquerel,1.7518762629799737e-08
Silicon,Emissions / Emissions to air,kilogram,1.699656570930282e-08
Xenon-138,air,kilo Becquerel,1.6898015699737572e-08
"Energy, Geothermal, Converted",natural resource,megajoule,1.6330932852847535e-08
Talc,resources / in ground,kilogram,1.6112337085914324e-08
To Unspecified,Land use / Land transformation,square meter,1.5626271737228146e-08
Bromine,Emissions / Emissions to water,kilogram,1.546780543369416e-08
Xenon-137,air,kilo Becquerel,1.539223486313518e-08
Nitrogen,water,kilogram,1.5299085615530932e-08
Magnesium,Emissions / Emissions to soil,kilogram,1.5190428011712986e-08
Thorium-234,air,kilo Becquerel,1.5166466180839994e-08
Protactinium-234,air,kilo Becquerel,1.5159618151327752e-08
Potassium,air,kilogram,1.5152260131285384e-08
Vermiculite,soil,kilogram,1.496494922449766e-08
molybdenum,Emissions / Emissions to water,kilogram,1.490854284395823e-08
Iron,Emissions / Emissions to air,kilogram,1.4298180555643808e-08
tungsten,Emissions / Emissions to water,kilogram,1.4241789424016107e-08
fluorane,Emissions / Emissions to air,kilogram,1.3924179842686127e-08
antimony,Emissions / Emissions to water,kilogram,1.3896668555415748e-08
Iodine-135,air,kilo Becquerel,1.3871027684775644e-08
Silicon,Emissions / Emissions to air,kilogram,1.3825247657961618e-08
Barium(2+),Emissions / Emissions to water,kilogram,1.3634256979834312e-08
