flow,compartment,unit,amount
Sodium,air,kilogram,1.310867669815666e-05
Sulfur,Emissions / Emissions to water,kilogram,1.2808046049284181e-05
Hydrogen Chloride,Emissions / Emissions to air,kilogram,1.2349360385794493e-05
Ethane,Emissions / Emissions to air,kilogram,1.2209823839226054e-05
Particles (> PM10),air,kilogram,1.2048884631362843e-05
"Nitrogen, organic bound","emissions to water / groundwater, long-term",kilogram,1.2019180823647171e-05
Aluminium,Emissions / Emissions to air,kilogram,1.1895054558707797e-05
Iron,Emissions / Emissions to air,kilogram,1.1769206455577281e-05
Molybdenum,Resources / Resources from ground,kilogram,1.1709754103904193e-05
Manganese,Emissions / Emissions to water,kilogram,1.1441060074416442e-05
"Oils, Unspecified",Emissions / Emissions to water,kilogram,1.1431133184953044e-05
Diatomite,soil,kilogram,1.1424279025634572e-05
"DOC, Dissolved Organic Carbon",water,kilogram,1.1363826570067318e-05
lead,Emissions / Emissions to water,kilogram,1.1041919055429569e-05
Aluminium,Emissions / Emissions to water,kilogram,1.06989770167679e-05
aluminium,Emissions / Emissions to soil,kilogram,1.06461475496464e-05
Xenon-138,air,kilo Becquerel,1.047848957637357e-05
Barium,Emissions / Emissions to water,kilogram,1.0447054584247221e-05
From Mineral Extraction Site,Land use / Land transformation,square meter,1.0069071324753762e-05
"To Traffic Area, Road Network",Land use / Land transformation,square meter,1.0040575732232619e-05
Carbon Monoxide (biogenic),Emissions / Emissions to air,kilogram,9.800990001239037e-06
Magnesium,Emissions / Emissions to air,kilogram,9.637707651688137e-06
Xenon-137,air,kilo Becquerel,9.544752202648305e-06
"Carboxylic Acids, Unspecified",water,kilogram,9.488459988334464e-06
Boron,Emissions / Emissions to air,kilogram,9.010425544988924e-06
Cesium-137,Emissions / Emissions to water,kilo Becquerel,9.010011403230712e-06
Magnesium,Emissions / Emissions to soil,kilogram,8.51692129277254e-06
Thorium-230,Emissions / Emissions to air,kilo Becquerel,8.490023334726829e-06
Colemanite,soil,kilogram,8.363804695441709e-06
