flow,compartment,unit,amount
To Mineral Extraction Site,Land use / Land transformation,square meter,7.003656380468137e-06
Xenon-138,air,kilo Becquerel,6.988739933762273e-06
Non-methane Volatile Organic Compounds,Emissions / Emissions to air,kilogram,6.944082005195435e-06
Potassium,water,kilogram,6.9284994593173405e-06
Construction Site,Land use / Land occupation,square meter-year,6.658029707022491e-06
Iodine-131,Emissions / Emissions to air,kilo Becquerel,6.083267945009162e-06
Xenon-131m,air,kilo Becquerel,6.014155770448413e-06
Potassium-40,water,kilo Becquerel,5.893686874640573e-06
"Noise, road, passenger car, average",non material emissions / unspecified,kilometer,5.748721008774083e-06
Particles (> PM10),air,kilogram,5.729612423051508e-06
To Dump Site,Land use / Land transformation,square meter,4.716419221244879e-06
"Traffic Area, Rail Network",Land use / Land occupation,square meter-year,4.68443481861775e-06
Basalt,soil,kilogram,4.59049187440177e-06
From Seabed,land use,square meter,4.56874960396123e-06
"DOC, Dissolved Organic Carbon",water,kilogram,4.33579345871837e-06
Biological Oxygen Demand,water,kilogram,4.3314646759771065e-06
Fluorspar,soil,kilogram,4.24826485107304e-06
Chemical Oxygen Demand,water,kilogram,3.93188522156076e-06
Calcium,Emissions / Emissions to soil,kilogram,3.7704579576604862e-06
Particles (PM2.5),Emissions / Emissions to air,kilogram,3.619203427936048e-06
Particles (PM10),Emissions / Emissions to air,kilogram,3.6129693488283404e-06
Water,air,cubic meter,3.5069090246638044e-06
"Radioactive Species, Nuclides, Unspecified",water,kilo Becquerel,3.465197644816915e-06
Butane,Emissions / Emissions to air,kilogram,3.3766948738044972e-06
Krypton-85m,air,kilo Becquerel,3.3522598172402824e-06
chloride,Emissions / Emissions to soil,kilogram,3.2991170039450946e-06
Fluorine,natural resource,kilogram,3.2491900446877e-06
Copper,Resources / Resources from ground,kilogram,3.2311083816328273e-06
Particles (PM2.5),Emissions / Emissions to air,kilogram,2.9435033045150265e-06
"Solids, Inorganic",water,kilogram,2.900542744829912e-06
Methane (fossil),Emissions / Emissions to air,kilogram,2.8808024351531504e-06
Nitrous Oxide,Emissions / Emissions to air,kilogram,2.863956204592725e-06
Barium sulfate,Emissions / Emissions to water,kilogram,2.8372806260958534e-06
Carbon,soil,kilogram,2.827795906379285e-06
Strontium,Emissions / Emissions to water,kilogram,2.696047772538294e-06
Nitrate,Emissions / Emissions to water,kilogram,2.6663767612740273e-06
manganese,Emissions / Emissions to water,kilogram,2.628369675090811e-06
Pentane,Emissions / Emissions to air,kilogram,2.5187780467744406e-06
Ammonia,Emissions / Emissions to air,kilogram,2.4645013191240354e-06
"Oils, Unspecified",Emissions / Emissions to water,kilogram,2.384667591236164e-06
Silicon,Emissions / Emissions to water,kilogram,2.299070280710621e-06
Radon-220,air,kilo Becquerel,2.2338768852529044e-06
Carbonate Ion,water,kilogram,2.201066248215684e-06
"DOC, Dissolved Organic Carbon",water,kilogram,2.1293935132310634e-06
"Hydrocarbons, Aliphatic, Unsaturated",air,kilogram,2.0374967979849237e-06
Non-methane Volatile Organic Compounds,Emissions / Emissions to air,kilogram,2.004697657098011e-06
Phosphate,Emissions / Emissions to water,kilogram,1.9905960778081106e-06
Strontium,Emissions / Emissions to water,kilogram,1.9892519006474933e-06
