flow,compartment,unit,amount
"Solids, Inorganic",water,kilogram,1.0561596352521033e-05
Silicon,Emissions / Emissions to water,kilogram,1.0179664901797449e-05
Nitrate,Emissions / Emissions to water,kilogram,1.0075824822826075e-05
Total Organic Carbon,water,kilogram,1.0050486965060143e-05
Uranium-238,Emissions / Emissions to water,kilo Becquerel,9.772084991217571e-06
Copper,Resources / Resources from ground,kilogram,9.533927325845292e-06
manganese,Emissions / Emissions to water,kilogram,9.321503516196215e-06
"Carbon, organic, in soil or biomass stock",resources / in ground,kilogram,9.012927313160619e-06
Non-methane Volatile Organic Compounds,Emissions / Emissions to air,kilogram,8.987009372036034e-06
Bromine,Emissions / Emissions to water,kilogram,8.939623063324828e-06
"Noise, road, passenger car, average",non material emissions / unspecified,kilometer,8.261814571655144e-06
aluminium,Emissions / Emissions to soil,kilogram,7.861777987931816e-06
Xenon-133,Emissions / Emissions to air,kilo Becquerel,7.415415527557722e-06
From Shrub Land,Land use / Land transformation,square meter,7.341552502570351e-06
Polonium-210,Emissions / Emissions to air,kilo Becquerel,7.1198688106960065e-06
Phosphate,Emissions / Emissions to water,kilogram,6.966485669681291e-06
"Hydrocarbons, Aromatic",Emissions / Emissions to water,kilogram,6.6187229716472546e-06
"From Forest, Natural",Land use / Land transformation,square meter,6.583579941333499e-06
Iron,Emissions / Emissions to water,kilogram,6.570782861639027e-06
Magnesium,Emissions / Emissions to soil,kilogram,6.2894228598117035e-06
Uranium alpha,emissions to water / lake,kilo Becquerel,6.219492963675916e-06
Chloride,Emissions / Emissions to water,kilogram,6.181347182593777e-06
Calcium,Emissions / Emissions to water,kilogram,6.000662895529606e-06
Potassium-40,water,kilo Becquerel,5.90860787154346e-06
Hydrogen,air,kilogram,5.7655637878158566e-06
Fluorine,natural resource,kilogram,5.295031503912968e-06
"Solids, Inorganic",water,kilogram,5.1298706202180775e-06
sulfur,Emissions / Emissions to soil,kilogram,4.717066938639368e-06
Biological Oxygen Demand,water,kilogram,4.585693678974429e-06
Methyl Cyclopentane,Emissions / Emissions to water,kilogram,4.4509031414029135e-06
Sulfur Dioxide,Emissions / Emissions to air,kilogram,4.438851448885478e-06
Magnesium,Emissions / Emissions to water,kilogram,4.438302073715478e-06
From Unspecified,Land use / Land transformation,square meter,4.401670937191101e-06
Methane (biogenic),Emissions / Emissions to air,kilogram,4.290895796817756e-06
Basalt,soil,kilogram,4.150736590786394e-06
Methane (fossil),Emissions / Emissions to air,kilogram,4.144588388462958e-06
Lead-210,Emissions / Emissions to air,kilo Becquerel,3.982594422322676e-06
Barium(2+),Emissions / Emissions to soil,kilogram,3.930888989524777e-06
Krypton-88,air,kilo Becquerel,3.926962125035998e-06
Iron,Emissions / Emissions to water,kilogram,3.853621221595866e-06
Krypton-87,air,kilo Becquerel,3.6670075786260822e-06
fluoride,Emissions / Emissions to water,kilogram,3.662422267341214e-06
Radon-220,air,kilo Becquerel,3.640193037248468e-06
Sodium,water,kilogram,3.4285026249901625e-06
strontium,Emissions / Emissions to water,kilogram,3.3878354903483205e-06
Lithium,Emissions / Emissions to water,kilogram,3.367807142338627e-06
Radium-226,Emissions / Emissions to air,kilo Becquerel,3.230450254122149e-06
Chemical Oxygen Demand,water,kilogram,3.214813986142315e-06
Boron,Emissions / Emissions to water,kilogram,3.157390945941102e-06
"Radioactive Species, Other Beta Emitters",air,kilo Becquerel,3.077085871601056e-06
Potassium,water,kilogram,3.0599505294962427e-06
To Industrial Area,Land use / Land transformation,square meter,3.000740888256545e-06
Total Organic Carbon,water,kilogram,2.948255012958273e-06
Chloride,Emissions / Emissions to soil,kilogram,2.7913147711859857e-06
Xenon-133m,air,kilo Becquerel,2.7823960243538504e-06
nickel,Emissions / Emissions to water,kilogram,2.775300831367139e-06
Potassium,soil,kilogram,2.751644851049429e-06
Xenon-137,air,kilo Becquerel,2.6382087915992375e-06
Zinc,Emissions / Emissions to water,kilogram,2.619557055379742e-06
titanium,Emissions / Emissions to water,kilogram,2.538802032009958e-06
To Dump Site,Land use / Land transformation,square meter,2.398305967485251e-06
zinc,Emissions / Emissions to water,kilogram,2.2757276052759597e-06
Nitrous Oxide,Emissions / Emissions to air,kilogram,2.267192745775219e-06
Hydrogen,air,kilogram,2.082228516388407e-06
Particles (PM2.5),Emissions / Emissions to air,kilogram,2.0657962100984856e-06
To Forest,Land use / Land transformation,square meter,2.0323156648701596e-06
Particles (PM10),Emissions / Emissions to air,kilogram,2.007923993922686e-06
Sulfate Ion,air,kilogram,1.946953184238812e-06
Molybdenum,Resources / Resources from ground,kilogram,1.941012022165299e-06
Hydrogen Chloride,Emissions / Emissions to air,kilogram,1.93609154285675e-06
Zinc,Resources / Resources from ground,kilogram,1.880283409459792e-06
Particles (> PM10),air,kilogram,1.8492992552134878e-06
Methane (biogenic),Emissions / Emissions to air,kilogram,1.8479148359729468e-06
"Organic carbon, placed in landfill",resources / in ground,kilogram,1.8166263207894975e-06
Nitrous Oxide,Emissions / Emissions to air,kilogram,1.8136352512610326e-06
Chemical Oxygen Demand,water,kilogram,1.7909832344651698e-06
Polonium-210,water,kilo Becquerel,1.780796923644447e-06
Biological Oxygen Demand,water,kilogram,1.7458460593581488e-06
From Seabed,land use,square meter,1.7313923015336945e-06
Uranium-235,Emissions / Emissions to water,kilo Becquerel,1.7169118424866156e-06
"DOC, Dissolved Organic Carbon",water,kilogram,1.712901418274611e-06
Potassium-40,water,kilo Becquerel,1.7012203376990191e-06
"Noise, aircraft, passenger",non material emissions / unspecified,person kilometer,1.6619191686434202e-06
"Hydrocarbons, Aliphatic, Alkanes, Unspecified",water,kilogram,1.6521732149276619e-06
Uranium alpha,emissions to air / low. pop.,kilo Becquerel,1.634376222557309e-06
"From Pasture/meadow, Intensive",Land use / Land transformation,square meter,1.5674385082583162e-06
Lead,Resources / Resources from ground,kilogram,1.511220112068715e-06
Toluene,Emissions / Emissions to water,kilogram,1.4876431926295025e-06
"Oils, Unspecified",Emissions / Emissions to soil,kilogram,1.4379077627583126e-06
Shrub Land,Land use / Land occupation,square meter-year,1.3416706946893355e-06
Particles (> PM10),air,kilogram,1.3201985912123608e-06
Hydrogen Chloride,Emissions / Emissions to air,kilogram,1.2817945212282467e-06
Xylene,Emissions / Emissions to water,kilogram,1.2420617355971071e-06
Particles (PM10),Emissions / Emissions to air,kilogram,1.2193545968359376e-06
"Water, salt, sole",resources / in water,cubic meter,1.1597942016543284e-06
Arable,Land use / Land occupation,square meter-year,1.1417448182302758e-06
Aluminium,Emissions / Emissions to air,kilogram,1.1353758260417294e-06
Benzene,Emissions / Emissions to water,kilogram,1.1198727048586286e-06
Butane,Emissions / Emissions to air,kilogram,1.1052979385807761e-06
Barium sulfate,Emissions / Emissions to water,kilogram,1.0743709220427045e-06
Sulfide ion,water,kilogram,1.0668671344658756e-06
Manganese,Emissions / Emissions to water,kilogram,1.0395470488020787e-06
Strontium,Emissions / Emissions to water,kilogram,1.0343011259065054e-06
Ammonia,Emissions / Emissions to air,kilogram,1.0245094466973305e-06
Phenol,Emissions / Emissions to water,kilogram,1.0234001818932364e-06
Uranium-234,Emissions / Emissions to water,kilo Becquerel,1.0160341249178762e-06
Krypton-89,air,kilo Becquerel,9.950919096452085e-07
Radium-228,air,kilo Becquerel,9.480319425037835e-07
"Oils, Unspecified",Emissions / Emissions to water,kilogram,9.479935128392878e-07
From Arable,Land use / Land transformation,square meter,9.325710224835924e-07
boron,Emissions / Emissions to water,kilogram,9.045396501156934e-07
To Water Bodies,land use,square meter,8.957683351915411e-07
Carbonate Ion,water,kilogram,8.444131996540767e-07
Thorium-234,water,kilo Becquerel,8.441378628567534e-07
Protactinium-234,water,kilo Becquerel,8.439779543421712e-07
Ammonia,Emissions / Emissions to air,kilogram,8.381123205258551e-07
Phosphate,Emissions / Emissions to water,kilogram,8.252944892607445e-07
lake water,Resources / Resources from water,cubic meter,8.061008985282066e-07
Pentane,Emissions / Emissions to air,kilogram,8.052711361460094e-07
Cobalt-58,Emissions / Emissions to water,kilo Becquerel,8.028257920980706e-07
Sulfur,Emissions / Emissions to water,kilogram,7.90389428483082e-07
Silicon,Emissions / Emissions to soil,kilogram,7.861778523678661e-07
Potassium-40,air,kilo Becquerel,7.699954498829983e-07
vanadium,Emissions / Emissions to water,kilogram,7.62097369939053e-07
Carbon Monoxide (biogenic),Emissions / Emissions to air,kilogram,7.236647343795742e-07
Xenon-135,air,kilo Becquerel,7.164827966925672e-07
"Wood, soft, standing",resources / biotic,cubic meter,7.000083164497735e-07
Hexane,Emissions / Emissions to air,kilogram,6.950139863007602e-07
Uranium-238,Emissions / Emissions to air,kilo Becquerel,6.793423124348497e-07
Aluminium,Emissions / Emissions to water,kilogram,6.790832916993742e-07
Uranium-238,Emissions / Emissions to air,kilo Becquerel,6.788487920636185e-07
Propane,Emissions / Emissions to air,kilogram,6.758578304808708e-07
Carbon-14,Emissions / Emissions to air,kilo Becquerel,6.478757421615949e-07
Ethane,Emissions / Emissions to air,kilogram,6.369711117061079e-07
Agriculture,Land use / Land occupation,square meter-year,6.367819409687266e-07
"Agriculture, Mosaic",Land use / Land occupation,square meter-year,6.298132885592567e-07
Hydrogen-3,Emissions / Emissions to air,kilo Becquerel,6.245680889865666e-07
Ammonia,Emissions / Emissions to air,kilogram,6.143078496998389e-07
Potassium,water,kilogram,6.122869871840828e-07
Cobalt-60,Emissions / Emissions to water,kilo Becquerel,5.955412423253229e-07
"Carboxylic Acids, Unspecified",water,kilogram,5.690556943947985e-07
Uranium-234,Emissions / Emissions to air,kilo Becquerel,5.655018173082256e-07
copper,Emissions / Emissions to water,kilogram,5.603392089220191e-07
Nitrogen,air,kilogram,5.449952260370415e-07
Silver-110,Emissions / Emissions to water,kilo Becquerel,5.338018195826317e-07
"Wood, hard, standing",resources / biotic,cubic meter,5.267607012277435e-07
"Urban, Discontinuously Built",Land use / Land occupation,square meter-year,5.224907280440616e-07
Sodium chloride,resources / in water,kilogram,5.208931955600367e-07
cobalt,Emissions / Emissions to water,kilogram,5.077334868587059e-07
barium,Emissions / Emissions to water,kilogram,4.980818055913356e-07
Ammonium,Emissions / Emissions to water,kilogram,4.939145017479944e-07
Fluoride Ion,Emissions / Emissions to water,kilogram,4.764912101077196e-07
Thorium-232,emissions to air / high. pop.,kilo Becquerel,4.7366356448989096e-07
Pentane,Emissions / Emissions to air,kilogram,4.725623975262859e-07
