flow,compartment,unit,amount
Hexane,Emissions / Emissions to air,kilogram,5.1692361154759676e-09
"Water, salt, sole",resources / in water,cubic meter,5.057479762951582e-09
Helium,air,kilogram,5.039366127862668e-09
"Aerosols, Radioactive, Unspecified",air,kilo Becquerel,4.998578480506771e-09
Magnesium,Emissions / Emissions to air,kilogram,4.78519987445671e-09
Xenon-131m,air,kilo Becquerel,4.768510230031857e-09
Iodide Ion,Emissions / Emissions to water,kilogram,4.71123924033486e-09
Technetium-99m,water,kilo Becquerel,4.675626287739458e-09
Benzene,Emissions / Emissions to air,kilogram,4.595502401845853e-09
Nickel,Emissions / Emissions to air,kilogram,4.546769444803258e-09
Scandium,"emissions to water / groundwater, long-term",kilogram,4.54139913825805e-09
Cesium-134,Emissions / Emissions to water,kilo Becquerel,4.496876599736419e-09
Zinc,Emissions / Emissions to water,kilogram,4.284283554060102e-09
Potassium,soil,kilogram,4.248724529404447e-09
Formaldehyde,Emissions / Emissions to air,kilogram,4.047116796083511e-09
Silicon,Emissions / Emissions to air,kilogram,3.9723169940671604e-09
Aluminium,Emissions / Emissions to water,kilogram,3.952931040525819e-09
Thorium-232,emissions to water / river,kilo Becquerel,3.864623667756529e-09
Ethylene,Emissions / Emissions to air,kilogram,3.780612292421798e-09
