flow,compartment,unit,amount
"Actinides, Radioactive, Unspecified",water,kilo Becquerel,6.796567643180097e-09
Cesium-137,Emissions / Emissions to water,kilo Becquerel,6.483296937753922e-09
"Hydrocarbons, Aliphatic, Alkanes, Unspecified",water,kilogram,6.118676873434351e-09
2-hydroxybenzonitrile,Emissions / Emissions to air,kilogram,5.924416052695222e-09
Iron,Emissions / Emissions to air,kilogram,5.911471663951714e-09
Gypsum,resources / in ground,kilogram,5.899411473789033e-09
Scandium,"emissions to water / groundwater, long-term",kilogram,5.814219636494621e-09
Manganese,Emissions / Emissions to water,kilogram,5.7606936461649676e-09
To Inland Water Bodies,land use,square meter,5.724943597663263e-09
Toluene,Emissions / Emissions to water,kilogram,5.540018347081053e-09
Dichloromethane,Emissions / Emissions to water,kilogram,5.477271758860115e-09
fluorane,Emissions / Emissions to air,kilogram,5.440003429171835e-09
Thorium-232,emissions to water / ocean,kilo Becquerel,5.423265600189767e-09
Acetic Acid,Emissions / Emissions to air,kilogram,5.341704194793765e-09
"Oils, unspecified",Emissions / Emissions to soil,kilogram,5.325206011079588e-09
lead,Emissions / Emissions to water,kilogram,5.092293619610324e-09
tin,Emissions / Emissions to water,kilogram,5.045896775696362e-09
"To Traffic Area, Rail/road Embankment",Land use / Land transformation,square meter,5.0355068066813325e-09
Benzene,Emissions / Emissions to air,kilogram,4.874788894071059e-09
Acetic Acid,Emissions / Emissions to air,kilogram,4.83829148033151e-09
Colemanite,soil,kilogram,4.7136233100567146e-09
Particles (PM10),Emissions / Emissions to air,kilogram,4.695453173241613e-09
Iodine-135,air,kilo Becquerel,4.623484608117401e-09
Xylene,Emissions / Emissions to water,kilogram,4.6184634550388535e-09
