flow,compartment,unit,amount
"Solids, Inorganic",water,kilogram,0.0029241717577909152
"Noise, aircraft, freight",non material emissions / unspecified,ton kilometer,0.0028804411761182073
Pentane,Emissions / Emissions to air,kilogram,0.0027605383755584614
Ammonia,Emissions / Emissions to air,kilogram,0.0027504011531735125
Cobalt-60,Emissions / Emissions to water,kilo Becquerel,0.0027244882034595254
Silver-110,Emissions / Emissions to water,kilo Becquerel,0.0026104942342796275
Napropamide,Emissions / Emissions to soil,kilogram,0.002596593681735118
Carbon-14,Emissions / Emissions to air,kilo Becquerel,0.002565056860844757
aluminium,Emissions / Emissions to soil,kilogram,0.0024019642785940206
Barium,Emissions / Emissions to water,kilogram,0.0023766389704541987
"Carboxylic Acids, Unspecified",water,kilogram,0.002119243264285122
Carbon Monoxide (biogenic),Emissions / Emissions to air,kilogram,0.002072067044807075
"Permanent Crops, Non-irrigated, Intensive",Land use / Land occupation,square meter-year,0.0020156153010663577
Uranium-234,Emissions / Emissions to water,kilo Becquerel,0.00200128680001905
To Water Bodies,land use,square meter,0.0019977377745605714
Hydrogen Chloride,Emissions / Emissions to air,kilogram,0.001983672855202394
Magnesium,Emissions / Emissions to soil,kilogram,0.0019215717759091047
barium,Emissions / Emissions to water,kilogram,0.0018547159759920496
Hexane,Emissions / Emissions to air,kilogram,0.0018470475661323095
Zinc,Emissions / Emissions to water,kilogram,0.0018364932734399961
"To Traffic Area, Road Network",Land use / Land transformation,square meter,0.0017926019172255154
Bromine,natural resource,kilogram,0.001700378148680264
Chromium,Emissions / Emissions to water,kilogram,0.0016653262146335232
Shrub Land,Land use / Land occupation,square meter-year,0.00166455636294806
Thorium-234,water,kilo Becquerel,0.0016592033545976437
Protactinium-234,water,kilo Becquerel,0.0016589019902777879
cobalt,Emissions / Emissions to water,kilogram,0.0015418057776962154
Uranium-238,Emissions / Emissions to air,kilo Becquerel,0.0015018745633894515
Barium(2+),Emissions / Emissions to water,kilogram,0.0014998791783560833
Radium-228,air,kilo Becquerel,0.0014880243299706362
Metaldehyde,Emissions / Emissions to soil,kilogram,0.0014669156692311525
Sulfate Ion,air,kilogram,0.0014452958098583727
sulfur,Emissions / Emissions to soil,kilogram,0.0014411785598539935
From Dump Site,Land use / Land transformation,square meter,0.0014410088175251885
Propane,Emissions / Emissions to air,kilogram,0.0014177923712231566
"To Traffic Area, Rail/road Embankment",Land use / Land transformation,square meter,0.0014050551264433776
Uranium-234,Emissions / Emissions to air,kilo Becquerel,0.0013767359553242976
Cesium-137,Emissions / Emissions to water,kilo Becquerel,0.0013691582159619004
Potassium-40,water,kilo Becquerel,0.001300254482609793
Bromide ion,Emissions / Emissions to water,kilogram,0.001291018144803377
